,"Consumer Price Index for All Urban Consumers (CPI-U): U.S. city average, by expenditure category, October 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[1982-84=100, unless otherwise noted]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indent Level,Expenditure category,"Relative
importance
Sep.
2017",Unadjusted indexes,,,,,,,,,,,,,Seasonally adjusted indexes,,,,,,,,,,,,,Unadjusted percent change,,,,Seasonally adjusted percent change,,,One Month,,,,Twelve Month,,,
,,,"Oct.
2016","Nov.
2016","Dec.
2016","Jan.
2017","Feb.
2017","Mar.
2017","Apr.
2017","May
2017","Jun.
2017","Jul.
2017","Aug.
2017","Sep.
2017","Oct.
2017","Oct.
2016","Nov.
2016","Dec.
2016","Jan.
2017","Feb.
2017","Mar.
2017","Apr.
2017","May
2017","Jun.
2017","Jul.
2017","Aug.
2017","Sep.
2017","Oct.
2017","Oct.
2016-
Oct.
2017","Jul.
2017-
Aug.
2017","Aug.
2017-
Sep.
2017","Sep.
2017-
Oct.
2017","Jul.
2017-
Aug.
2017","Aug.
2017-
Sep.
2017","Sep.
2017-
Oct.
2017","Seasonally adjusted effect on All Items
Sep. 2017-
Oct. 2017(1)","Standard error, median price change(2)",Largest (L) or Smallest (S) seasonally adjusted change since:(3),,"Unadjusted effect on All Items
Oct. 2016-
Oct. 2017(1)","Standard error, median price change(2)",Largest (L) or Smallest (S) unadjusted change since:(3),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,Percent change,,,Date,Percent change
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,All items,100.000,241.729,241.353,241.432,242.839,243.603,243.801,244.524,244.733,244.955,244.786,245.519,246.819,246.663,241.694,242.199,242.821,244.158,244.456,243.752,244.158,243.846,243.790,244.048,245.030,246.373,246.639,2.0,0.3,0.5,-0.1,0.4,0.5,0.1,,0.03,S-Jul. 2017,0.1,,0.06,S-Aug. 2017,1.9
1,Food,13.598,248.073,247.435,247.313,248.242,248.791,249.165,249.739,250.016,249.653,250.214,250.493,250.993,251.364,247.675,247.583,247.494,247.816,248.417,249.268,249.767,250.161,250.042,250.470,250.596,250.857,250.959,1.3,0.1,0.2,0.1,0.1,0.1,0.0,0.006,0.06,S-Jun. 2017,0.0,0.182,0.09,L-Nov. 2015,1.3
2,Food at home,7.814,238.145,236.930,236.464,237.365,237.918,238.256,238.817,238.964,238.300,238.953,238.843,239.128,239.543,237.486,237.175,236.763,236.659,237.298,238.426,238.863,239.206,238.945,239.377,239.015,238.903,238.872,0.6,0.0,0.1,0.2,-0.2,0.0,0.0,-0.001,0.11,–,–,0.047,0.14,L-Oct. 2015,0.7
3,Cereals and bakery products,1.046,272.502,271.896,271.374,272.922,271.708,272.174,271.865,272.445,272.429,271.950,272.544,271.750,270.858,272.659,272.849,272.625,272.457,271.369,272.242,271.556,272.263,272.051,271.096,272.019,272.374,271.015,-0.6,0.2,-0.3,-0.3,0.3,0.1,-0.5,-0.005,0.23,S-Nov. 2015,-0.5,-0.006,0.30,S-Apr. 2017,-0.8
